title,type,vendor,product,version,update,raw_cpe,cpe_id,last_modified
MSC Software MSC NASTRAN,Application,Mscsoftware,Msc Nastran,-,,cpe:2.3:a:mscsoftware:msc_nastran:-:*:*:*:*:*:*:*,BB14065C-84EA-440C-83E4-4D8D73B45FF0,2008-03-25T19:16:21.147
MySQL MaxDB,Application,Mysql,Maxdb,-,,cpe:2.3:a:mysql:maxdb:-:*:*:*:*:*:*:*,E53CA6C3-4634-4B5E-885C-3CA11F3F1F2C,2007-09-14T17:36:49.090
MySQL MySQL Community Server,Application,Mysql,Mysql Community Server,-,,cpe:2.3:a:mysql:mysql_community_server:-:*:*:*:*:*:*:*,CA253372-127F-4D46-9822-3C18D62F016E,2007-09-14T17:36:49.090
MySQL WinMySQLadmin,Application,Mysql,Winmysqladmin,-,,cpe:2.3:a:mysql:winmysqladmin:-:*:*:*:*:*:*:*,11D889CE-3900-4D32-9EB2-CE6EAEE22F29,2007-09-14T17:36:49.090
MySQL Auction MySQL Auction,Application,Servers-R-Us,Mysqlauction,-,,cpe:2.3:a:servers-r-us:mysqlauction:-:*:*:*:*:*:*:*,BFD336B2-7D73-4862-88A4-FFED340B1F38,2008-04-01T16:42:28.993
MySQL Eventum MySQL Eventum,Application,Mysql,Mysql Eventum,-,,cpe:2.3:a:mysql:mysql_eventum:-:*:*:*:*:*:*:*,A81C0542-5F03-437D-9DD0-C946796A71FB,2008-03-25T19:16:22.320
NEC EWS-UX_V,Operating System,Nec,Ews-Ux V,-,,cpe:2.3:o:nec:ews-ux_v:-:*:*:*:*:*:*:*,756117FF-E285-4778-9E7C-05C62D51B10D,2007-09-14T17:36:49.090
NEC Socks 5,Application,Nec,Socks 5,-,,cpe:2.3:a:nec:socks_5:-:*:*:*:*:*:*:*,92FEC16A-9E3A-4BC2-8908-261CACF0BE20,2012-05-10T15:20:30.377
NEC UP-UX_V,Operating System,Nec,Up-Ux V,-,,cpe:2.3:o:nec:up-ux_v:-:*:*:*:*:*:*:*,11869A8F-CDC3-4B1E-BAAE-5D9824A9C362,2007-09-14T17:36:49.090
NEC UX_4800,Operating System,Nec,Asl Ux 4800,-,,cpe:2.3:o:nec:asl_ux_4800:-:*:*:*:*:*:*:*,2C889055-B176-4321-AFA6-15EE0B52B322,2008-04-01T16:16:02.437
Nero MediaHome,Application,Nero,Mediahome,-,,cpe:2.3:a:nero:mediahome:-:*:*:*:*:*:*:*,C00AF636-8088-4964-93E9-BE1F3F9ED5D7,2007-09-14T17:36:49.090
Nero MediaHome CE,Application,Nero,Mediahome Ce,-,,cpe:2.3:a:nero:mediahome_ce:-:*:*:*:*:*:*:*,3AD0F507-A891-4BFC-9D35-7455121E62A9,2007-09-14T17:36:49.090
Nero NeroNET,Application,Nero,Neronet,-,,cpe:2.3:a:nero:neronet:-:*:*:*:*:*:*:*,EC4310CE-D622-4A09-9753-7A4DE8A6B931,2007-09-14T17:36:49.090
Netapp Netcache,Application,Netapp,Netcache,-,,cpe:2.3:a:netapp:netcache:-:*:*:*:*:*:*:*,531A8CAD-161C-44D3-A7D5-9F72B460465B,2007-09-14T17:36:49.090
Netapp ONTAP,Application,Netapp,Data Ontap,-,,cpe:2.3:a:netapp:data_ontap:-:*:*:*:*:*:*:*,67C26140-FFB3-4600-BF84-D909A07E5992,2008-04-01T16:39:55.767
Netapp Virtual File Mangement,Application,Netapp,Virtual File Mangemer,-,,cpe:2.3:a:netapp:virtual_file_mangemer:-:*:*:*:*:*:*:*,8C3596FA-3D01-4A9E-A223-4FC29C612692,2008-04-01T16:39:56.033
NetBSD,Operating System,Netbsd,Netbsd,-,,cpe:2.3:o:netbsd:netbsd:-:*:*:*:*:*:*:*,81E826EE-4662-4C87-A215-403E8E9E6F70,2011-08-30T13:57:52.453
NetBSD umapfs,Application,Netbsd,Umapfs,-,,cpe:2.3:a:netbsd:umapfs:-:*:*:*:*:*:*:*,18E631F6-9123-4B40-ACD8-812F01133FBE,2007-09-14T17:36:49.090
NetGear MA521 Wireless Driver,Application,Netgear,Ma521 Driver,-,,cpe:2.3:a:netgear:ma521_driver:-:*:*:*:*:*:*:*,D88A5B19-761C-499F-BA61-E1918D3D792B,2008-04-01T16:16:03.500
NetGear WG111v2.SYS driver,Application,Netgear,Wg111V2 Driver,-,,cpe:2.3:a:netgear:wg111v2_driver:-:*:*:*:*:*:*:*,6F81CD66-B6E9-4E40-B309-B99C4641F317,2008-04-01T16:16:04.607
Netopsystem Adobe Reader,Application,Netopsystem,Fead Optimizer,-,,cpe:2.3:a:netopsystem:fead_optimizer:-:*:*:*:*:*:*:*,B44BDF43-8E78-4014-B42E-868879B66225,2008-04-01T16:16:05.017
Netscape Certificate Management System,Application,Netscape,Certificate Management System,-,,cpe:2.3:a:netscape:certificate_management_system:-:*:*:*:*:*:*:*,9100A57B-1926-44AC-9E2B-B64993770989,2007-09-14T17:36:49.090
Netscape Certificate Server,Application,Netscape,Certificate Server,-,,cpe:2.3:a:netscape:certificate_server:-:*:*:*:*:*:*:*,3EA7DDA9-9BCE-4914-AEF2-7D42850DE9D7,2007-09-14T17:36:49.090
Netscape Collabra Server,Application,Netscape,Collabra Server,-,,cpe:2.3:a:netscape:collabra_server:-:*:*:*:*:*:*:*,01907337-86FE-4EB9-9A98-31C8621F62C7,2007-09-14T17:36:49.090
Netscape Communicator,Application,Netscape,Communicator,-,,cpe:2.3:a:netscape:communicator:-:*:*:*:*:*:*:*,99E5025E-CC1A-4BA3-81D1-2BE17135292A,2007-09-14T17:36:49.090
Netscape Enterprise Server,Application,Netscape,Enterprise Server,-,,cpe:2.3:a:netscape:enterprise_server:-:*:*:*:*:*:*:*,F01237CD-0E76-411B-9060-A0CB8664CD51,2007-09-14T17:36:49.090
Netscape FastTrack,Application,Netscape,Fasttrack Server,-,,cpe:2.3:a:netscape:fasttrack_server:-:*:*:*:*:*:*:*,09ADFD95-1D06-4CB4-B939-74A1E61AAEF3,2008-04-01T16:39:57.157
Netscape iCal,Application,Netscape,Iplanet Ical,-,,cpe:2.3:a:netscape:iplanet_ical:-:*:*:*:*:*:*:*,957ED5D2-5E04-47BB-862B-5F7664D71EA0,2008-04-01T16:39:57.533
Netscape Messanger,Application,Netscape,Messanger,-,,cpe:2.3:a:netscape:messanger:-:*:*:*:*:*:*:*,49AC4A5E-29FD-42F0-8221-ED8AEE4091C5,2007-09-14T17:36:49.090
Netscape Messenging Server,Application,Netscape,Messenging Server,-,,cpe:2.3:a:netscape:messenging_server:-:*:*:*:*:*:*:*,CF9A3502-506A-4F76-8DDA-9938030CC29A,2007-09-14T17:36:49.090
Netscape Navigator,Application,Netscape,Navigator,-,,cpe:2.3:a:netscape:navigator:-:*:*:*:*:*:*:*,A57D5444-5C42-43E8-8236-19869C8E6B63,2007-09-14T17:36:49.090
Netscape Netscape Commerce Server,Application,Netscape,Commerce Server,-,,cpe:2.3:a:netscape:commerce_server:-:*:*:*:*:*:*:*,F7A2241F-8AAF-48C0-A8C4-A8D2F160275A,2008-04-01T16:39:59.687
Netscape Netscape Communications Server,Application,Netscape,Communications Server,-,,cpe:2.3:a:netscape:communications_server:-:*:*:*:*:*:*:*,57BC155C-B556-4D21-8EA8-FD6A28B4684C,2008-04-01T16:39:59.877
Netscape Netscape Directory Server,Application,Netscape,Directory Server,-,,cpe:2.3:a:netscape:directory_server:-:*:*:*:*:*:*:*,346381CB-C6FE-446F-9012-AEE8DDD2170E,2008-04-01T16:40:01.187
Netscape Netscape Messaging Server,Application,Netscape,Messaging Server,-,,cpe:2.3:a:netscape:messaging_server:-:*:*:*:*:*:*:*,1349E793-4A6C-4499-89D3-A65D93052ADE,2008-04-01T16:40:04.597
Netscape Netscape Messaging Server + Multiplexor,Application,Netscape,Netscape Messaging Server Multiplexor,-,,cpe:2.3:a:netscape:netscape_messaging_server_multiplexor:-:*:*:*:*:*:*:*,86E5F993-CF77-4167-BD00-F2CC0CADA7E5,2008-04-01T16:40:05.080
Netscape Netscape Proxy Server,Application,Netscape,Proxy Server,-,,cpe:2.3:a:netscape:proxy_server:-:*:*:*:*:*:*:*,7E141BC1-451F-4B0A-B557-916BA31CA742,2008-04-01T16:40:05.267
Netscape News Server,Application,Netscape,News Server,-,,cpe:2.3:a:netscape:news_server:-:*:*:*:*:*:*:*,593BD7B4-A350-4D9E-A6E3-336EAA657BD7,2007-09-14T17:36:49.090
Netscape NSPR API,Application,Netscape,Portable Runtime Api,-,,cpe:2.3:a:netscape:portable_runtime_api:-:*:*:*:*:*:*:*,CE704180-4894-4662-8F7D-156C297A03A2,2008-04-01T16:40:05.533
Netscape Personalization Engine,Application,Netscape,Personalization Engine,-,,cpe:2.3:a:netscape:personalization_engine:-:*:*:*:*:*:*:*,0A76629D-8292-4FE0-8875-7A97A3F0F484,2007-09-14T17:36:49.090
Netscape Professional Services FTPServer,Application,Netscape,Professional Services Ftpserver,-,,cpe:2.3:a:netscape:professional_services_ftpserver:-:*:*:*:*:*:*:*,63AB31D4-6CBF-4763-86BF-E91B512DF30B,2007-09-14T17:36:49.090
Netscape PublishingXpert,Application,Netscape,Publishingxpert,-,,cpe:2.3:a:netscape:publishingxpert:-:*:*:*:*:*:*:*,4465ED2B-C369-4D65-A579-6AA1404CF79F,2007-09-14T17:36:49.090
Netscape SmartDownload,Application,Netscape,Smartdownload,-,,cpe:2.3:a:netscape:smartdownload:-:*:*:*:*:*:*:*,04B81CA3-9D5B-41FD-A548-75D50F898935,2007-09-14T17:36:49.090
NetScout CDM Agent Firmware,Application,Netscout,Cdm Agent Firmware Maintenance Release,-,,cpe:2.3:a:netscout:cdm_agent_firmware_maintenance_release:-:*:*:*:*:*:*:*,0D820772-5630-44FA-9D34-3C781A7AA6FC,2008-04-01T16:40:05.923
NetScout nGenius Performance Manager,Application,Netscout,Ngenius Performance Manager,-,,cpe:2.3:a:netscout:ngenius_performance_manager:-:*:*:*:*:*:*:*,7739CC50-8305-4C50-ADD9-19961FC66759,2007-09-14T17:36:49.090
NetScout nGenius Trace Analyzer Integrator,Application,Netscout,Ngenius Trace Analyzer Integrator,-,,cpe:2.3:a:netscout:ngenius_trace_analyzer_integrator:-:*:*:*:*:*:*:*,7B21AA7A-3BAD-4770-AADC-DF23E0F25EF1,2007-09-14T17:36:49.090
NFSen NFSen,Application,Nfsen,Nfsen,-,,cpe:2.3:a:nfsen:nfsen:-:*:*:*:*:*:*:*,E8CA0C5E-BEA5-4451-A20A-28585CC5E40B,2007-09-14T17:36:49.090
Nokia Affix,Application,Nokia,Affix,-,,cpe:2.3:a:nokia:affix:-:*:*:*:*:*:*:*,8FA43A7F-2A70-4FB4-8599-1AC0F07757A0,2007-09-14T17:36:49.090
Nokia GGSN,Application,Nokia,Ggsn,-,,cpe:2.3:a:nokia:ggsn:-:*:*:*:*:*:*:*,09425A1E-63CA-4CF6-A5B8-30AC22C80657,2007-09-14T17:36:49.090
Nokia Groupwise Mobile Server,Application,Nokia,Groupwise Mobile Server,-,,cpe:2.3:a:nokia:groupwise_mobile_server:-:*:*:*:*:*:*:*,6A1A70BF-4E95-4A76-8FAA-AE46AA405D21,2007-09-14T17:36:49.090
Nokia Intellisync Mobile Suite,Application,Nokia,Intellisync Mobile Suite,-,,cpe:2.3:a:nokia:intellisync_mobile_suite:-:*:*:*:*:*:*:*,C767A179-7828-4325-947A-91C0DCAE0163,2007-09-14T17:36:49.090
Nokia Intellisync Wireless Email Express,Application,Nokia,Intellisync Wireless Email Express,-,,cpe:2.3:a:nokia:intellisync_wireless_email_express:-:*:*:*:*:*:*:*,633E1BA3-383E-412C-936B-56877626ED3B,2007-09-14T17:36:49.090
Nokia IPSO,Operating System,Nokia,Ipso,-,,cpe:2.3:o:nokia:ipso:-:*:*:*:*:*:*:*,9752045C-8CF8-4F0A-98A6-D76E9B7FFF08,2007-09-14T17:36:49.090
Nokia Nokia Electronic Documentation,Application,Nokia,Electronic Documentation,-,,cpe:2.3:a:nokia:electronic_documentation:-:*:*:*:*:*:*:*,4C757041-6D2D-4760-B59D-DC82467AEF34,2008-04-01T16:16:06.530
Nokia Nokia Symbian 60 Browser,Application,Nokia,Symbian S60 Browser,-,,cpe:2.3:a:nokia:symbian_s60_browser:-:*:*:*:*:*:*:*,239B688F-E4A9-4CAF-BD9B-AECDA533AB8F,2008-04-01T16:16:06.717
Nokia SGSN DX200,Application,Nokia,Sgsn Dx200,-,,cpe:2.3:a:nokia:sgsn_dx200:-:*:*:*:*:*:*:*,9B0FBF1C-136D-429B-A194-6B43BC750942,2007-09-14T17:36:49.090
Nortel Business Communications Manager,Application,Nortel,Business Communications Manager,-,,cpe:2.3:a:nortel:business_communications_manager:-:*:*:*:*:*:*:*,155E6179-B734-47D1-A9D1-4FAC51241D79,2007-09-14T17:36:49.090
Nortel CallPilot,Application,Nortel,Callpilot,-,,cpe:2.3:a:nortel:callpilot:-:*:*:*:*:*:*:*,91012889-1F05-4D3C-B599-67EDDCBCD29E,2007-09-14T17:36:49.090
Nortel CallPilot Server,Application,Nortel,Callpilot Server,-,,cpe:2.3:a:nortel:callpilot_server:-:*:*:*:*:*:*:*,C0D7BA68-3F5E-4335-92FE-370CB652E4B1,2007-09-14T17:36:49.090
Nortel Communications Server,Application,Nortel,Communications Server,-,,cpe:2.3:a:nortel:communications_server:-:*:*:*:*:*:*:*,7D684EE8-AAB0-436B-A0B4-52905D39E97D,2008-04-01T16:40:07.813
Nortel Conact Center,Application,Nortel,Contact Center,-,,cpe:2.3:a:nortel:contact_center:-:*:*:*:*:*:*:*,A86B3AE5-A7CC-4CE2-A246-1D076033410E,2008-04-01T16:40:08.330
Nortel Media Processing Server,Application,Nortel,Media Processing Server,-,,cpe:2.3:a:nortel:media_processing_server:-:*:*:*:*:*:*:*,E2B22F38-2429-4C9F-BA01-8ABFF3B0AA06,2008-04-01T16:40:09.143
Nortel Meridian Mail,Application,Nortel,Meridian Mail,-,,cpe:2.3:a:nortel:meridian_mail:-:*:*:*:*:*:*:*,7C823BB7-6CE7-4060-8C58-A2F7D1BD3C54,2007-09-14T17:36:49.090
Nortel Net Direct client,Application,Nortel,Net Direct Client,-,,cpe:2.3:a:nortel:net_direct_client:-:*:*:*:*:*:*:*,7E4A267F-742D-4E81-A762-45EA1509A40E,2007-09-14T17:36:49.090
Nortel Optivity NETarchitect,Application,Nortel,Optivity Net Architect,-,,cpe:2.3:a:nortel:optivity_net_architect:-:*:*:*:*:*:*:*,3CDC30B6-855E-4AA2-B094-E3B0856FA784,2008-04-01T16:40:10.453
Nortel Optivity Telephony Manager (OTM),Application,Nortel,Optivity Telephony Manager,-,,cpe:2.3:a:nortel:optivity_telephony_manager:-:*:*:*:*:*:*:*,08B0CDF7-D84C-4290-89EB-83F26F078941,2008-04-01T16:40:10.627
Nortel PC Client SIP Soft Phone,Application,Nortel,Pc Client Soft Phone Sip,-,,cpe:2.3:a:nortel:pc_client_soft_phone_sip:-:*:*:*:*:*:*:*,7812124F-330C-490C-BD73-A3824FCD3CB8,2008-04-01T16:40:10.750
Nortel Periphonics,Application,Nortel,Periphonics,-,,cpe:2.3:a:nortel:periphonics:-:*:*:*:*:*:*:*,5EBF4E18-4390-4E47-8CB7-B22E6759A02D,2007-09-14T17:36:49.090
Nortel SIP softphone,Application,Nortel,Sip Softphone,-,,cpe:2.3:a:nortel:sip_softphone:-:*:*:*:*:*:*:*,B292C581-4258-4C04-AB9F-6CE8C0433903,2007-09-14T17:36:49.090
Nortel SSL VPN,Application,Nortel,Ssl Vpn,-,,cpe:2.3:a:nortel:ssl_vpn:-:*:*:*:*:*:*:*,2F5E45C5-3EB9-4F33-BE39-3F553D57BACA,2007-09-14T17:36:49.090
Nortel Symposium Agent,Application,Nortel,Symposium Agent,-,,cpe:2.3:a:nortel:symposium_agent:-:*:*:*:*:*:*:*,97D01284-F0D1-4BD1-9699-194765CB633B,2007-09-14T17:36:49.090
Nortel Symposium Network Control Center (NCC),Application,Nortel,Symposium Network Control Center,-,,cpe:2.3:a:nortel:symposium_network_control_center:-:*:*:*:*:*:*:*,4B601482-F396-49DE-9179-71722618144C,2008-04-01T16:40:12.000
Nortel Symposium TAPI Service Provider,Application,Nortel,Symposium Tapi Service Provider,-,,cpe:2.3:a:nortel:symposium_tapi_service_provider:-:*:*:*:*:*:*:*,F3ECA991-51C3-4A25-B8ED-2243DCA1E0FA,2007-09-14T17:36:49.090
Nortel Symposium Web Center Portal (SWCP),Application,Nortel,Symposium Web Centre Portal,-,,cpe:2.3:a:nortel:symposium_web_centre_portal:-:*:*:*:*:*:*:*,4094046B-FD29-45F2-8C3B-A90D8F132EB9,2008-04-01T16:40:12.157
Nortel Symposium Web Client,Application,Nortel,Symposium Web Client,-,,cpe:2.3:a:nortel:symposium_web_client:-:*:*:*:*:*:*:*,1E5B7709-1CBE-472B-AE3E-BACAFF1123D6,2007-09-14T17:36:49.090
Novell Access Manager,Application,Novell,Access Manager,-,,cpe:2.3:a:novell:access_manager:-:*:*:*:*:*:*:*,05BBD061-3174-4E71-99EB-4483D36B5A7A,2007-09-14T17:36:49.090
Novell BorderManager,Application,Novell,Bordermanager,-,,cpe:2.3:a:novell:bordermanager:-:*:*:*:*:*:*:*,0E8175C9-2D32-4B79-8EFD-036979C7658C,2007-09-14T17:36:49.090
Novell eDirectory,Application,Novell,Edirectory,-,,cpe:2.3:a:novell:edirectory:-:*:*:*:*:*:*:*,EB02EB52-B272-4DA6-BBEF-D8C746ADDA60,2007-09-14T17:36:49.090
Novell eMFrame,Application,Novell,Emframe,-,,cpe:2.3:a:novell:emframe:-:*:*:*:*:*:*:*,37948AF7-886F-4319-AC70-6F5CC279C8C7,2007-09-14T17:36:49.090
Novell exteNd Director,Application,Novell,Extend Director,-,,cpe:2.3:a:novell:extend_director:-:*:*:*:*:*:*:*,B375681E-1F0C-49D4-8008-7CD4B003E7F7,2007-09-14T17:36:49.090
Novell Groupwise,Application,Novell,Groupwise,-,,cpe:2.3:a:novell:groupwise:-:*:*:*:*:*:*:*,5FAC4C29-8E69-4B1B-8B43-9FF962ABD18E,2007-09-14T17:36:49.090
Novell GroupWise Enhancement Pack,Application,Novell,Groupwise Enhancement Pack,-,,cpe:2.3:a:novell:groupwise_enhancement_pack:-:*:*:*:*:*:*:*,278758A4-3782-4355-AF18-C4ABA847EE5E,2007-09-14T17:36:49.090
Novell GroupWise Messenger,Application,Novell,Groupwise Messenger,-,,cpe:2.3:a:novell:groupwise_messenger:-:*:*:*:*:*:*:*,4057B09B-A918-4804-8AD4-5E14DC02A9FC,2007-09-14T17:36:49.090
Novell GroupWise WebAccess,Application,Novell,Groupwise Webaccess,-,,cpe:2.3:a:novell:groupwise_webaccess:-:*:*:*:*:*:*:*,B0B33088-F443-4257-B13D-DEB29707A163,2007-09-14T17:36:49.090
Novell iChain,Application,Novell,Ichain,-,,cpe:2.3:a:novell:ichain:-:*:*:*:*:*:*:*,6DACE895-7B9D-4927-B45F-C010997DEA0D,2007-09-14T17:36:49.090
Novell iManager,Application,Novell,Imanager,-,,cpe:2.3:a:novell:imanager:-:*:*:*:*:*:*:*,19161780-D345-42C0-9BD0-D4987B63C45C,2007-09-14T17:36:49.090
Novell iMonitor,Application,Novell,Imonitor,-,,cpe:2.3:a:novell:imonitor:-:*:*:*:*:*:*:*,7F1243D2-4752-4663-915E-F1266F21D853,2007-09-14T17:36:49.090
Novell Linux Desktop,Operating System,Novell,Linux Desktop,-,,cpe:2.3:o:novell:linux_desktop:-:*:*:*:*:*:*:*,2FA6951D-FAC9-4EB0-9700-91CB143FF23C,2008-04-01T16:40:17.987
Novell NetMail,Application,Novell,Netmail,-,,cpe:2.3:a:novell:netmail:-:*:*:*:*:*:*:*,EC902099-944C-43D6-94FD-19D10710F94A,2007-09-14T17:36:49.090
Novell NetMail XE,Application,Novell,Netmail Xe,-,,cpe:2.3:a:novell:netmail_xe:-:*:*:*:*:*:*:*,220A555D-497F-41B2-9F72-3275074C4D64,2007-09-14T17:36:49.090
Novell NetWare,Operating System,Novell,Netware,-,,cpe:2.3:o:novell:netware:-:*:*:*:*:*:*:*,291EAE95-F7DE-41C1-9238-A6C0F7E46CB1,2007-09-14T17:36:49.090
Novell Netware Client,Application,Novell,Netware Client,-,,cpe:2.3:a:novell:netware_client:-:*:*:*:*:*:*:*,8A797734-5A96-4ED0-8E02-8433B425F205,2008-04-01T16:40:18.783
Novell Netware Enterprise Web Server,Application,Novell,Netware Enterprise Web Server,-,,cpe:2.3:a:novell:netware_enterprise_web_server:-:*:*:*:*:*:*:*,C33B5B47-1A87-482D-B779-CBC4E5A19221,2008-04-01T16:40:19.313
Novell Netware FTP Server,Application,Novell,Netware Ftp Server,-,,cpe:2.3:a:novell:netware_ftp_server:-:*:*:*:*:*:*:*,7B401647-DF80-4A88-8465-8555501FDDF7,2007-09-14T17:36:49.090
Novell Novell Access Manager Identity Server,Application,Novell,Access Manager Identity Server,-,,cpe:2.3:a:novell:access_manager_identity_server:-:*:*:*:*:*:*:*,4337A380-72E8-450A-BAB8-4558CCF3DE2D,2008-04-01T16:40:20.283
Novell Novell Client Firewall,Application,Novell,Client Firewall,-,,cpe:2.3:a:novell:client_firewall:-:*:*:*:*:*:*:*,41D441B1-D5DA-47EC-BEBC-C315534C8F09,2008-04-01T16:40:22.080
Novell Novell Identity Manager,Application,Novell,Identity Manager,-,,cpe:2.3:a:novell:identity_manager:-:*:*:*:*:*:*:*,BEF17EB9-0B0B-43A3-A44A-7E69D8FE5B17,2008-04-01T16:40:22.253
Novell Novell Internet Messaging System,Application,Novell,Internet Messaging System,-,,cpe:2.3:a:novell:internet_messaging_system:-:*:*:*:*:*:*:*,603C17DC-74B6-41E2-8912-25021ED12951,2008-04-01T16:40:22.550
Novell Novell Modular Authentication Service,Application,Novell,Modular Authentication Service,-,,cpe:2.3:a:novell:modular_authentication_service:-:*:*:*:*:*:*:*,22822DA2-63D0-401C-BCD2-0F6AA15C29B2,2008-04-01T16:40:22.783
Novell Novell SecureLogin,Application,Novell,Securelogin,-,,cpe:2.3:a:novell:securelogin:-:*:*:*:*:*:*:*,33BDCEBC-ECEE-48F5-ACDF-BD46BA8AAE74,2008-04-01T16:40:22.957
Novell Novell Web Server,Application,Novell,Web Server,-,,cpe:2.3:a:novell:web_server:-:*:*:*:*:*:*:*,8B1DBAB1-7119-44B2-AF5B-D3856CD8A61C,2008-04-01T16:40:23.143
Novell Novell-HTTP-Server,Application,Novell,Http Server,-,,cpe:2.3:a:novell:http_server:-:*:*:*:*:*:*:*,2D11F758-D534-40B6-BF7E-68975ECD9180,2008-04-01T16:40:20.047
Novell Nsure Audit,Application,Novell,Nsure Audit,-,,cpe:2.3:a:novell:nsure_audit:-:*:*:*:*:*:*:*,59D47643-C8E0-450A-B3E7-FE650F6B20A7,2007-09-14T17:36:49.090
Novell Small Business Suite,Application,Novell,Small Business Suite,-,,cpe:2.3:a:novell:small_business_suite:-:*:*:*:*:*:*:*,28B157CD-5230-4856-83D3-BF4B256B1C86,2007-09-14T17:36:49.090
Novell suse linux,Operating System,Novell,Suse Linux,-,,cpe:2.3:o:novell:suse_linux:-:*:*:*:*:*:*:*,50D9EE73-5B1A-4644-BD04-08490AD14B93,2007-09-14T17:36:49.090
Novell UnixWare,Operating System,Novell,Unixware,-,,cpe:2.3:o:novell:unixware:-:*:*:*:*:*:*:*,162B0A0B-BB24-435D-923D-E7D5BADF5AC3,2007-09-14T17:36:49.090
Novell Web Search,Application,Novell,Web Search,-,,cpe:2.3:a:novell:web_search:-:*:*:*:*:*:*:*,522A8297-C19A-4795-B27C-F0E77CBCF43A,2007-09-14T17:36:49.090
Novell Web Server Examples Toolkit,Application,Novell,Web Server Examples Toolkit,-,,cpe:2.3:a:novell:web_server_examples_toolkit:-:*:*:*:*:*:*:*,E611783F-CD3A-446B-9A60-D929AFE25667,2007-09-14T17:36:49.090
Novell ZENworks,Application,Novell,Zenworks,-,,cpe:2.3:a:novell:zenworks:-:*:*:*:*:*:*:*,FBF8C671-80F2-439A-8AF9-8C39E2501300,2007-09-14T17:36:49.090
Novell ZENworks Asset Management,Application,Novell,Zenworks Asset Management,-,,cpe:2.3:a:novell:zenworks_asset_management:-:*:*:*:*:*:*:*,4E37ACC4-5318-4FB1-A98B-6D054A68B233,2007-09-14T17:36:49.090
Novell ZENworks Desktop Management,Application,Novell,Zenworks Desktop Management,-,,cpe:2.3:a:novell:zenworks_desktop_management:-:*:*:*:*:*:*:*,67BE1808-F0FB-441D-A3F4-583D07D2E349,2007-09-14T17:36:49.090
Novell ZENworks for Desktops,Application,Novell,Zenworks Desktops,-,,cpe:2.3:a:novell:zenworks_desktops:-:*:*:*:*:*:*:*,D0B4AFAF-96E0-4463-A97B-F96BE7E7614A,2008-04-01T16:40:23.970
Novell ZENworks for Servers,Application,Novell,Zenworks Servers,-,,cpe:2.3:a:novell:zenworks_servers:-:*:*:*:*:*:*:*,8A6EB8B8-F015-46D9-87B6-D450C7F40916,2008-04-01T16:40:24.253
Novell ZENworks Patch Management Server,Application,Novell,Zenworks Patch Management Server,-,,cpe:2.3:a:novell:zenworks_patch_management_server:-:*:*:*:*:*:*:*,F754F99A-46C2-419A-A537-E1FE1D06D77D,2007-09-14T17:36:49.090
Novell ZENworks Remote Management,Application,Novell,Zenworks Remote Management,-,,cpe:2.3:a:novell:zenworks_remote_management:-:*:*:*:*:*:*:*,CC25ADAE-9AF0-4F94-95B5-D511926093A5,2007-09-14T17:36:49.090
Novell ZENworks Server Management,Application,Novell,Zenworks Server Management,-,,cpe:2.3:a:novell:zenworks_server_management:-:*:*:*:*:*:*:*,AD98739E-4BFE-4A6F-8E14-8E9E41FEE7A0,2007-09-14T17:36:49.090
OpenBSD ftpd,Application,Openbsd,Ftpd,-,,cpe:2.3:a:openbsd:ftpd:-:*:*:*:*:*:*:*,036E8039-8FA4-45A3-BE88-1FBDDA6A7DA9,2007-09-14T17:36:49.090
OpenBSD,Operating System,Openbsd,Openbsd,-,,cpe:2.3:o:openbsd:openbsd:-:*:*:*:*:*:*:*,852E6EE2-EAA8-42DB-BAF8-F6B34B80192D,2011-08-30T14:03:22.313
OpenBSD OpenSSH,Application,Openbsd,Openssh,-,,cpe:2.3:a:openbsd:openssh:-:*:*:*:*:*:*:*,6D0F7855-D4B9-4CBA-8CE7-C1E180B0E6C0,2007-09-14T17:36:49.090
OpenPKG,Application,Openpkg,Openpkg,-,,cpe:2.3:a:openpkg:openpkg:-:*:*:*:*:*:*:*,075F8868-62EA-4CCB-8AAF-4097B33F3414,2009-06-03T19:42:29.670
OpenSSL Project OpenSSL,Application,Openssl,Openssl,-,,cpe:2.3:a:openssl:openssl:-:*:*:*:*:*:*:*,FEE7DC6B-6311-4D2D-BDEA-F1D2194E31A0,2008-03-25T19:16:28.273
OpenVPN,Application,Openvpn,Openvpn,-,,cpe:2.3:a:openvpn:openvpn:-:*:*:*:*:*:*:*,0017635A-30DF-47B7-B235-7F49FCAAD639,2011-03-04T17:47:05.890
Oracle PeopleSoft Enterprise 8.22,Application,Oracle,Peoplesoft Enterprise,8.22,,cpe:2.3:a:oracle:peoplesoft_enterprise:8.22:*:*:*:*:*:*:*,4CEE51A2-D528-43EB-8ED2-3570E879BEF8,2011-04-25T13:11:03.657
Oracle APEX HTMLDB,Application,Oracle,Apex,-,,cpe:2.3:a:oracle:apex:-:*:*:*:*:*:*:*,96B34FB5-5C4C-41A1-9AD3-17098BF0593E,2008-04-01T16:40:27.457
Oracle Application Server,Application,Oracle,Application Server,-,,cpe:2.3:a:oracle:application_server:-:*:*:*:*:*:*:*,3099821B-A6FE-4F53-9D70-2F8AFB974C71,2009-10-22T19:30:28.280
